Hourly measurement data supplied by UK-air on 17/11/2024
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Birmingham Airport 2",
Latitude,,52.455719,,
Longitude,,-1.743912,,
Site Type,,Suburban Industrial,,
Zone,,West Midlands,,
Agglomeration,,West Midlands Urban Area,,
Local Authority,,"Solihull",,
Date,Time,"Ozone",Status
2023-07-24,17:00:00,63.65607,V ugm-3
2023-07-24,18:00:00,61.92372,V ugm-3
2023-07-24,19:00:00,58.0567,V ugm-3
2023-07-24,20:00:00,54.10139,V ugm-3
2023-07-24,21:00:00,46.08821,V ugm-3
2023-07-24,22:00:00,32.65583,V ugm-3
2023-07-24,23:00:00,26.15753,V ugm-3
2023-07-24,24:00:00,30.58208,V ugm-3
2023-07-25,01:00:00,32.17896,V ugm-3
2023-07-25,02:00:00,38.53664,V ugm-3
2023-07-25,03:00:00,28.00184,V ugm-3
2023-07-25,04:00:00,29.28049,V ugm-3
2023-07-25,05:00:00,21.59836,V ugm-3
2023-07-25,06:00:00,30.01961,V ugm-3
2023-07-25,07:00:00,44.75566,V ugm-3
2023-07-25,08:00:00,51.75441,V ugm-3
2023-07-25,09:00:00,57.86435,V ugm-3
2023-07-25,10:00:00,53.92854,V ugm-3
2023-07-25,11:00:00,61.08315,V ugm-3
2023-07-25,12:00:00,65.55764,V ugm-3
2023-07-25,13:00:00,59.32019,V ugm-3
2023-07-25,14:00:00,51.42468,V ugm-3
2023-07-25,15:00:00,54.04962,V ugm-3
2023-07-25,16:00:00,54.80909,V ugm-3
2023-07-25,17:00:00,50.18111,V ugm-3
2023-07-25,18:00:00,47.52292,V ugm-3
2023-07-25,19:00:00,41.75118,V ugm-3
2023-07-25,20:00:00,37.32377,V ugm-3
2023-07-25,21:00:00,16.24713,V ugm-3
2023-07-25,22:00:00,8.79895,V ugm-3
2023-07-25,23:00:00,6.7779,V ugm-3
2023-07-25,24:00:00,11.91081,V ugm-3
2023-07-26,01:00:00,25.01891,V ugm-3
2023-07-26,02:00:00,33.72557,V ugm-3
2023-07-26,03:00:00,32.70053,V ugm-3
2023-07-26,04:00:00,24.29823,V ugm-3
2023-07-26,05:00:00,28.30982,V ugm-3
2023-07-26,06:00:00,38.34502,V ugm-3
2023-07-26,07:00:00,42.3398,V ugm-3
2023-07-26,08:00:00,48.5598,V ugm-3
2023-07-26,09:00:00,57.61513,V ugm-3
2023-07-26,10:00:00,62.78557,V ugm-3
2023-07-26,11:00:00,65.48361,V ugm-3
2023-07-26,12:00:00,73.12053,V ugm-3
2023-07-26,13:00:00,70.47486,V ugm-3
2023-07-26,14:00:00,61.16408,V ugm-3
2023-07-26,15:00:00,58.10187,V ugm-3
2023-07-26,16:00:00,47.94534,V ugm-3
2023-07-26,17:00:00,45.67358,V ugm-3
2023-07-26,18:00:00,42.84221,V ugm-3
2023-07-26,19:00:00,37.8103,V ugm-3
2023-07-26,20:00:00,33.46638,V ugm-3
2023-07-26,21:00:00,29.42026,V ugm-3
2023-07-26,22:00:00,34.34556,V ugm-3
2023-07-26,23:00:00,40.67493,V ugm-3
2023-07-26,24:00:00,37.64065,V ugm-3
2023-07-27,01:00:00,36.66031,V ugm-3
2023-07-27,02:00:00,36.68535,V ugm-3
2023-07-27,03:00:00,34.21163,V ugm-3
2023-07-27,04:00:00,31.19484,V ugm-3
2023-07-27,05:00:00,26.97562,V ugm-3
2023-07-27,06:00:00,25.94155,V ugm-3
2023-07-27,07:00:00,26.07472,V ugm-3
2023-07-27,08:00:00,29.87554,V ugm-3
2023-07-27,09:00:00,32.97134,V ugm-3
2023-07-27,10:00:00,36.54485,V ugm-3
2023-07-27,11:00:00,40.67851,V ugm-3
2023-07-27,12:00:00,37.806,V ugm-3
2023-07-27,13:00:00,42.35643,V ugm-3
2023-07-27,14:00:00,43.01629,V ugm-3
2023-07-27,15:00:00,43.32209,V ugm-3
2023-07-27,16:00:00,42.78333,V ugm-3
2023-07-27,17:00:00,38.90128,V ugm-3
2023-07-27,18:00:00,39.94177,V ugm-3
2023-07-27,19:00:00,36.40206,V ugm-3
2023-07-27,20:00:00,32.76486,V ugm-3
2023-07-27,21:00:00,30.69154,V ugm-3
2023-07-27,22:00:00,26.73601,V ugm-3
2023-07-27,23:00:00,35.07752,V ugm-3
2023-07-27,24:00:00,28.83036,V ugm-3
2023-07-28,01:00:00,26.75087,V ugm-3
2023-07-28,02:00:00,27.0551,V ugm-3
2023-07-28,03:00:00,23.4586,V ugm-3
2023-07-28,04:00:00,22.60381,V ugm-3
2023-07-28,05:00:00,26.53835,V ugm-3
2023-07-28,06:00:00,28.87677,V ugm-3
2023-07-28,07:00:00,31.56408,V ugm-3
2023-07-28,08:00:00,30.11327,V ugm-3
2023-07-28,09:00:00,29.56948,V ugm-3
2023-07-28,10:00:00,37.39849,V ugm-3
2023-07-28,11:00:00,51.28538,V ugm-3
2023-07-28,12:00:00,52.66433,V ugm-3
2023-07-28,13:00:00,54.13902,V ugm-3
2023-07-28,14:00:00,51.30816,V ugm-3
2023-07-28,15:00:00,50.53162,V ugm-3
2023-07-28,16:00:00,53.04489,V ugm-3
2023-07-28,17:00:00,56.35092,V ugm-3
2023-07-28,18:00:00,51.52639,V ugm-3
2023-07-28,19:00:00,48.72566,V ugm-3
2023-07-28,20:00:00,44.92519,V ugm-3
2023-07-28,21:00:00,36.70553,V ugm-3
2023-07-28,22:00:00,40.25635,V ugm-3
2023-07-28,23:00:00,41.76817,V ugm-3
2023-07-28,24:00:00,47.1106,V ugm-3
2023-07-29,01:00:00,45.84715,V ugm-3
2023-07-29,02:00:00,47.68564,V ugm-3
2023-07-29,03:00:00,52.98363,V ugm-3
2023-07-29,04:00:00,49.41339,V ugm-3
2023-07-29,05:00:00,47.32917,V ugm-3
2023-07-29,06:00:00,51.73691,V ugm-3
2023-07-29,07:00:00,54.31643,V ugm-3
2023-07-29,08:00:00,53.60068,V ugm-3
2023-07-29,09:00:00,56.05001,V ugm-3
2023-07-29,10:00:00,57.03064,V ugm-3
2023-07-29,11:00:00,60.79454,V ugm-3
2023-07-29,12:00:00,60.50773,V ugm-3
2023-07-29,13:00:00,59.94036,V ugm-3
2023-07-29,14:00:00,60.26906,V ugm-3
2023-07-29,15:00:00,62.46819,V ugm-3
2023-07-29,16:00:00,60.9261,V ugm-3
2023-07-29,17:00:00,62.23782,V ugm-3
2023-07-29,18:00:00,63.59306,V ugm-3
2023-07-29,19:00:00,60.49402,V ugm-3
2023-07-29,20:00:00,59.274,V ugm-3
2023-07-29,21:00:00,59.72289,V ugm-3
2023-07-29,22:00:00,58.08859,V ugm-3
2023-07-29,23:00:00,57.25326,V ugm-3
2023-07-29,24:00:00,57.84669,V ugm-3
2023-07-30,01:00:00,55.16606,V ugm-3
2023-07-30,02:00:00,52.86868,V ugm-3
2023-07-30,03:00:00,51.21071,V ugm-3
2023-07-30,04:00:00,47.87931,V ugm-3
2023-07-30,05:00:00,43.43938,V ugm-3
2023-07-30,06:00:00,50.01797,V ugm-3
2023-07-30,07:00:00,53.48569,V ugm-3
2023-07-30,08:00:00,55.15776,V ugm-3
2023-07-30,09:00:00,58.40197,V ugm-3
2023-07-30,10:00:00,58.76035,V ugm-3
2023-07-30,11:00:00,61.20116,V ugm-3
2023-07-30,12:00:00,61.65746,V ugm-3
2023-07-30,13:00:00,59.91881,V ugm-3
2023-07-30,14:00:00,56.75162,V ugm-3
2023-07-30,15:00:00,56.84072,V ugm-3
2023-07-30,16:00:00,49.37341,V ugm-3
2023-07-30,17:00:00,43.68465,V ugm-3
2023-07-30,18:00:00,43.95166,V ugm-3
2023-07-30,19:00:00,38.438,V ugm-3
2023-07-30,20:00:00,39.28878,V ugm-3
2023-07-30,21:00:00,46.32423,V ugm-3
2023-07-30,22:00:00,48.72915,V ugm-3
2023-07-30,23:00:00,46.7452,V ugm-3
2023-07-30,24:00:00,46.73098,V ugm-3
2023-07-31,01:00:00,44.91408,V ugm-3
2023-07-31,02:00:00,41.86656,V ugm-3
2023-07-31,03:00:00,44.38591,V ugm-3
2023-07-31,04:00:00,51.68987,V ugm-3
2023-07-31,05:00:00,52.27998,V ugm-3
2023-07-31,06:00:00,61.5773,V ugm-3
2023-07-31,07:00:00,61.47908,V ugm-3
2023-07-31,08:00:00,63.42702,V ugm-3
2023-07-31,09:00:00,No data,V ugm-3
2023-07-31,10:00:00,53.01172,V ugm-3
2023-07-31,11:00:00,48.26748,V ugm-3
2023-07-31,12:00:00,46.28208,V ugm-3
2023-07-31,13:00:00,42.88264,V ugm-3
2023-07-31,14:00:00,38.23245,V ugm-3
2023-07-31,15:00:00,41.85284,V ugm-3
2023-07-31,16:00:00,46.57941,V ugm-3
2023-07-31,17:00:00,46.77478,V ugm-3
2023-07-31,18:00:00,44.27287,V ugm-3
2023-07-31,19:00:00,41.26081,V ugm-3
2023-07-31,20:00:00,37.59624,V ugm-3
2023-07-31,21:00:00,37.07706,V ugm-3
2023-07-31,22:00:00,36.60896,V ugm-3
2023-07-31,23:00:00,35.22346,V ugm-3
2023-07-31,24:00:00,34.26156,V ugm-3
2023-08-01,01:00:00,31.73816,V ugm-3
2023-08-01,02:00:00,34.25994,V ugm-3
2023-08-01,03:00:00,34.24837,V ugm-3
2023-08-01,04:00:00,32.11208,V ugm-3
2023-08-01,05:00:00,29.04327,V ugm-3
2023-08-01,06:00:00,33.72203,V ugm-3
2023-08-01,07:00:00,35.02601,V ugm-3
2023-08-01,08:00:00,39.51885,V ugm-3
2023-08-01,09:00:00,43.3372,V ugm-3
2023-08-01,10:00:00,43.20544,V ugm-3
2023-08-01,11:00:00,46.05555,V ugm-3
2023-08-01,12:00:00,45.22652,V ugm-3
2023-08-01,13:00:00,47.12197,V ugm-3
2023-08-01,14:00:00,49.68778,V ugm-3
2023-08-01,15:00:00,51.30556,V ugm-3
2023-08-01,16:00:00,46.16786,V ugm-3
2023-08-01,17:00:00,43.56527,V ugm-3
2023-08-01,18:00:00,43.80036,V ugm-3
2023-08-01,19:00:00,44.5276,V ugm-3
2023-08-01,20:00:00,44.02289,V ugm-3
2023-08-01,21:00:00,45.18208,V ugm-3
2023-08-01,22:00:00,42.55224,V ugm-3
2023-08-01,23:00:00,40.73862,V ugm-3
2023-08-01,24:00:00,40.72555,V ugm-3
2023-08-02,01:00:00,39.41714,V ugm-3
2023-08-02,02:00:00,40.03658,V ugm-3
2023-08-02,03:00:00,36.80928,V ugm-3
2023-08-02,04:00:00,32.31456,V ugm-3
2023-08-02,05:00:00,19.28854,V ugm-3
2023-08-02,06:00:00,31.56736,V ugm-3
2023-08-02,07:00:00,47.69909,V ugm-3
2023-08-02,08:00:00,No data,V ugm-3
2023-08-02,09:00:00,No data,V ugm-3
2023-08-02,10:00:00,54.81713,V ugm-3
2023-08-02,11:00:00,56.10804,V ugm-3
2023-08-02,12:00:00,57.00059,V ugm-3
2023-08-02,13:00:00,58.76695,V ugm-3
2023-08-02,14:00:00,58.6953,V ugm-3
2023-08-02,15:00:00,57.48056,V ugm-3
2023-08-02,16:00:00,60.64443,V ugm-3
2023-08-02,17:00:00,53.04791,V ugm-3
2023-08-02,18:00:00,55.99705,V ugm-3
2023-08-02,19:00:00,56.72007,V ugm-3
2023-08-02,20:00:00,54.8471,V ugm-3
2023-08-02,21:00:00,44.65225,V ugm-3
2023-08-02,22:00:00,39.97775,V ugm-3
2023-08-02,23:00:00,38.6435,V ugm-3
2023-08-02,24:00:00,38.52766,V ugm-3
2023-08-03,01:00:00,42.23154,V ugm-3
2023-08-03,02:00:00,41.61771,V ugm-3
2023-08-03,03:00:00,42.63381,V ugm-3
2023-08-03,04:00:00,40.19104,V ugm-3
2023-08-03,05:00:00,37.02691,V ugm-3
2023-08-03,06:00:00,44.27237,V ugm-3
2023-08-03,07:00:00,48.26911,V ugm-3
2023-08-03,08:00:00,50.83432,V ugm-3
2023-08-03,09:00:00,53.17495,V ugm-3
2023-08-03,10:00:00,48.42263,V ugm-3
2023-08-03,11:00:00,49.78212,V ugm-3
2023-08-03,12:00:00,52.63334,V ugm-3
2023-08-03,13:00:00,44.52406,V ugm-3
2023-08-03,14:00:00,47.22512,V ugm-3
2023-08-03,15:00:00,45.83443,V ugm-3
2023-08-03,16:00:00,51.44741,V ugm-3
2023-08-03,17:00:00,51.79536,V ugm-3
2023-08-03,18:00:00,48.60752,V ugm-3
2023-08-03,19:00:00,44.58537,V ugm-3
2023-08-03,20:00:00,42.71402,V ugm-3
2023-08-03,21:00:00,38.56947,V ugm-3
2023-08-03,22:00:00,35.2029,V ugm-3
2023-08-03,23:00:00,36.9699,V ugm-3
2023-08-03,24:00:00,37.08655,V ugm-3
2023-08-04,01:00:00,44.15368,V ugm-3
2023-08-04,02:00:00,46.43305,V ugm-3
2023-08-04,03:00:00,46.3422,V ugm-3
2023-08-04,04:00:00,46.92426,V ugm-3
2023-08-04,05:00:00,40.46492,V ugm-3
2023-08-04,06:00:00,40.19768,V ugm-3
2023-08-04,07:00:00,43.11089,V ugm-3
2023-08-04,08:00:00,46.72063,V ugm-3
2023-08-04,09:00:00,47.55932,V ugm-3
2023-08-04,10:00:00,49.04654,V ugm-3
2023-08-04,11:00:00,50.34055,V ugm-3
2023-08-04,12:00:00,55.01365,V ugm-3
2023-08-04,13:00:00,58.17825,V ugm-3
2023-08-04,14:00:00,59.79748,V ugm-3
2023-08-04,15:00:00,56.33529,V ugm-3
2023-08-04,16:00:00,53.95783,V ugm-3
2023-08-04,17:00:00,53.88542,V ugm-3
2023-08-04,18:00:00,49.46048,V ugm-3
2023-08-04,19:00:00,47.10898,V ugm-3
2023-08-04,20:00:00,47.29397,V ugm-3
2023-08-04,21:00:00,42.34691,V ugm-3
2023-08-04,22:00:00,25.33863,V ugm-3
2023-08-04,23:00:00,19.41814,V ugm-3
2023-08-04,24:00:00,20.83182,V ugm-3
2023-08-05,01:00:00,16.79677,V ugm-3
2023-08-05,02:00:00,17.56007,V ugm-3
2023-08-05,03:00:00,19.12434,V ugm-3
2023-08-05,04:00:00,18.35406,V ugm-3
2023-08-05,05:00:00,21.27105,V ugm-3
2023-08-05,06:00:00,23.8699,V ugm-3
2023-08-05,07:00:00,45.16121,V ugm-3
2023-08-05,08:00:00,43.83514,V ugm-3
2023-08-05,09:00:00,45.3611,V ugm-3
2023-08-05,10:00:00,41.87767,V ugm-3
2023-08-05,11:00:00,41.94834,V ugm-3
2023-08-05,12:00:00,44.48553,V ugm-3
2023-08-05,13:00:00,47.54957,V ugm-3
2023-08-05,14:00:00,54.01697,V ugm-3
2023-08-05,15:00:00,52.40463,V ugm-3
2023-08-05,16:00:00,56.27505,V ugm-3
2023-08-05,17:00:00,49.39066,V ugm-3
2023-08-05,18:00:00,40.88098,V ugm-3
2023-08-05,19:00:00,45.17377,V ugm-3
2023-08-05,20:00:00,51.70903,V ugm-3
2023-08-05,21:00:00,45.96329,V ugm-3
2023-08-05,22:00:00,38.54984,V ugm-3
2023-08-05,23:00:00,35.46949,V ugm-3
2023-08-05,24:00:00,28.94084,V ugm-3
2023-08-06,01:00:00,29.14519,V ugm-3
2023-08-06,02:00:00,37.8481,V ugm-3
2023-08-06,03:00:00,42.08466,V ugm-3
2023-08-06,04:00:00,40.10496,V ugm-3
2023-08-06,05:00:00,31.44607,V ugm-3
2023-08-06,06:00:00,38.54469,V ugm-3
2023-08-06,07:00:00,46.96211,V ugm-3
2023-08-06,08:00:00,48.89161,V ugm-3
2023-08-06,09:00:00,50.21709,V ugm-3
2023-08-06,10:00:00,51.67778,V ugm-3
2023-08-06,11:00:00,58.19996,V ugm-3
2023-08-06,12:00:00,60.45358,V ugm-3
2023-08-06,13:00:00,60.91218,V ugm-3
2023-08-06,14:00:00,60.52991,V ugm-3
2023-08-06,15:00:00,59.24117,V ugm-3
2023-08-06,16:00:00,57.39251,V ugm-3
2023-08-06,17:00:00,56.75417,V ugm-3
2023-08-06,18:00:00,53.63904,V ugm-3
2023-08-06,19:00:00,52.79162,V ugm-3
2023-08-06,20:00:00,36.99949,V ugm-3
2023-08-06,21:00:00,29.4309,V ugm-3
2023-08-06,22:00:00,20.41861,V ugm-3
2023-08-06,23:00:00,18.6998,V ugm-3
2023-08-06,24:00:00,15.48058,V ugm-3
2023-08-07,01:00:00,24.40466,V ugm-3
2023-08-07,02:00:00,21.6927,V ugm-3
2023-08-07,03:00:00,30.20574,V ugm-3
2023-08-07,04:00:00,20.97892,V ugm-3
2023-08-07,05:00:00,13.35285,V ugm-3
2023-08-07,06:00:00,28.55487,V ugm-3
2023-08-07,07:00:00,35.63715,V ugm-3
2023-08-07,08:00:00,43.35211,V ugm-3
2023-08-07,09:00:00,47.72515,V ugm-3
2023-08-07,10:00:00,50.14518,V ugm-3
2023-08-07,11:00:00,57.04227,V ugm-3
2023-08-07,12:00:00,57.45829,V ugm-3
2023-08-07,13:00:00,55.6359,V ugm-3
2023-08-07,14:00:00,56.18131,V ugm-3
2023-08-07,15:00:00,54.63356,V ugm-3
2023-08-07,16:00:00,55.79414,V ugm-3
2023-08-07,17:00:00,55.91808,V ugm-3
2023-08-07,18:00:00,52.38028,V ugm-3
2023-08-07,19:00:00,44.2656,V ugm-3
2023-08-07,20:00:00,38.02994,V ugm-3
2023-08-07,21:00:00,38.30317,V ugm-3
2023-08-07,22:00:00,31.25023,V ugm-3
2023-08-07,23:00:00,35.87982,V ugm-3
2023-08-07,24:00:00,42.94792,V ugm-3
2023-08-08,01:00:00,40.87507,V ugm-3
2023-08-08,02:00:00,39.25141,V ugm-3
2023-08-08,03:00:00,38.19793,V ugm-3
2023-08-08,04:00:00,34.51245,V ugm-3
2023-08-08,05:00:00,26.88621,V ugm-3
2023-08-08,06:00:00,25.42995,V ugm-3
2023-08-08,07:00:00,35.39567,V ugm-3
2023-08-08,08:00:00,38.2225,V ugm-3
2023-08-08,09:00:00,44.31218,V ugm-3
2023-08-08,10:00:00,48.71446,V ugm-3
2023-08-08,11:00:00,50.00256,V ugm-3
2023-08-08,12:00:00,47.36417,V ugm-3
2023-08-08,13:00:00,45.41078,V ugm-3
2023-08-08,14:00:00,37.51484,V ugm-3
2023-08-08,15:00:00,40.75846,V ugm-3
2023-08-08,16:00:00,38.10188,V ugm-3
2023-08-08,17:00:00,36.51322,V ugm-3
2023-08-08,18:00:00,34.39094,V ugm-3
2023-08-08,19:00:00,38.11653,V ugm-3
2023-08-08,20:00:00,38.58437,V ugm-3
2023-08-08,21:00:00,36.57444,V ugm-3
2023-08-08,22:00:00,32.7242,V ugm-3
2023-08-08,23:00:00,26.21875,V ugm-3
2023-08-08,24:00:00,23.46234,V ugm-3
2023-08-09,01:00:00,19.77035,V ugm-3
2023-08-09,02:00:00,20.42074,V ugm-3
2023-08-09,03:00:00,10.43569,V ugm-3
2023-08-09,04:00:00,8.63123,V ugm-3
2023-08-09,05:00:00,15.54091,V ugm-3
2023-08-09,06:00:00,30.40132,V ugm-3
2023-08-09,07:00:00,33.23082,V ugm-3
2023-08-09,08:00:00,44.98858,V ugm-3
2023-08-09,09:00:00,53.85872,V ugm-3
2023-08-09,10:00:00,53.73241,V ugm-3
2023-08-09,11:00:00,52.27976,V ugm-3
2023-08-09,12:00:00,55.55339,V ugm-3
2023-08-09,13:00:00,52.86536,V ugm-3
2023-08-09,14:00:00,51.84765,V ugm-3
2023-08-09,15:00:00,56.89445,V ugm-3
2023-08-09,16:00:00,54.8554,V ugm-3
2023-08-09,17:00:00,48.71187,V ugm-3
2023-08-09,18:00:00,45.08624,V ugm-3
2023-08-09,19:00:00,41.41787,V ugm-3
2023-08-09,20:00:00,37.32186,V ugm-3
2023-08-09,21:00:00,32.78308,V ugm-3
2023-08-09,22:00:00,40.63998,V ugm-3
2023-08-09,23:00:00,37.02998,V ugm-3
2023-08-09,24:00:00,24.71591,V ugm-3
2023-08-10,01:00:00,25.16621,V ugm-3
2023-08-10,02:00:00,21.65749,V ugm-3
2023-08-10,03:00:00,12.63691,V ugm-3
2023-08-10,04:00:00,17.36304,V ugm-3
2023-08-10,05:00:00,15.12245,V ugm-3
2023-08-10,06:00:00,17.95102,V ugm-3
2023-08-10,07:00:00,39.749,V ugm-3
2023-08-10,08:00:00,56.5806,V ugm-3
2023-08-10,09:00:00,71.88378,V ugm-3
2023-08-10,10:00:00,83.54055,V ugm-3
2023-08-10,11:00:00,71.57963,V ugm-3
2023-08-10,12:00:00,68.57822,V ugm-3
2023-08-10,13:00:00,66.70878,V ugm-3
2023-08-10,14:00:00,61.06527,V ugm-3
2023-08-10,15:00:00,63.10725,V ugm-3
2023-08-10,16:00:00,49.96991,V ugm-3
2023-08-10,17:00:00,49.7206,V ugm-3
2023-08-10,18:00:00,47.3869,V ugm-3
2023-08-10,19:00:00,46.28353,V ugm-3
2023-08-10,20:00:00,53.45002,V ugm-3
2023-08-10,21:00:00,50.27524,V ugm-3
2023-08-10,22:00:00,48.01792,V ugm-3
2023-08-10,23:00:00,44.0489,V ugm-3
2023-08-10,24:00:00,40.58748,V ugm-3
2023-08-11,01:00:00,37.57615,V ugm-3
2023-08-11,02:00:00,36.37767,V ugm-3
2023-08-11,03:00:00,36.37865,V ugm-3
2023-08-11,04:00:00,34.6036,V ugm-3
2023-08-11,05:00:00,33.01672,V ugm-3
2023-08-11,06:00:00,38.37244,V ugm-3
2023-08-11,07:00:00,45.18629,V ugm-3
2023-08-11,08:00:00,53.1641,V ugm-3
2023-08-11,09:00:00,58.30648,V ugm-3
2023-08-11,10:00:00,61.04441,V ugm-3
2023-08-11,11:00:00,66.15631,V ugm-3
2023-08-11,12:00:00,68.79325,V ugm-3
2023-08-11,13:00:00,68.67642,V ugm-3
2023-08-11,14:00:00,69.62833,V ugm-3
2023-08-11,15:00:00,71.91243,V ugm-3
2023-08-11,16:00:00,66.96635,V ugm-3
2023-08-11,17:00:00,67.2114,V ugm-3
2023-08-11,18:00:00,66.94647,V ugm-3
2023-08-11,19:00:00,59.89676,V ugm-3
2023-08-11,20:00:00,53.89308,V ugm-3
2023-08-11,21:00:00,49.43634,V ugm-3
2023-08-11,22:00:00,49.89017,V ugm-3
2023-08-11,23:00:00,56.9025,V ugm-3
2023-08-11,24:00:00,55.22443,V ugm-3
2023-08-12,01:00:00,43.33887,V ugm-3
2023-08-12,02:00:00,39.05859,V ugm-3
2023-08-12,03:00:00,40.55883,V ugm-3
2023-08-12,04:00:00,40.94463,V ugm-3
2023-08-12,05:00:00,36.83746,V ugm-3
2023-08-12,06:00:00,43.24878,V ugm-3
2023-08-12,07:00:00,47.55626,V ugm-3
2023-08-12,08:00:00,49.37133,V ugm-3
2023-08-12,09:00:00,53.92356,V ugm-3
2023-08-12,10:00:00,54.27121,V ugm-3
2023-08-12,11:00:00,53.05409,V ugm-3
2023-08-12,12:00:00,51.52456,V ugm-3
2023-08-12,13:00:00,53.76953,V ugm-3
2023-08-12,14:00:00,52.32136,V ugm-3
2023-08-12,15:00:00,49.55648,V ugm-3
2023-08-12,16:00:00,48.19579,V ugm-3
2023-08-12,17:00:00,47.40678,V ugm-3
2023-08-12,18:00:00,45.21613,V ugm-3
2023-08-12,19:00:00,43.36467,V ugm-3
2023-08-12,20:00:00,41.37296,V ugm-3
2023-08-12,21:00:00,42.65867,V ugm-3
2023-08-12,22:00:00,43.05601,V ugm-3
2023-08-12,23:00:00,43.10897,V ugm-3
2023-08-12,24:00:00,43.56284,V ugm-3
2023-08-13,01:00:00,40.30667,V ugm-3
2023-08-13,02:00:00,38.54886,V ugm-3
2023-08-13,03:00:00,37.31692,V ugm-3
2023-08-13,04:00:00,34.05504,V ugm-3
2023-08-13,05:00:00,30.47774,V ugm-3
2023-08-13,06:00:00,31.38736,V ugm-3
2023-08-13,07:00:00,32.79968,V ugm-3
2023-08-13,08:00:00,37.48747,V ugm-3
2023-08-13,09:00:00,39.83509,V ugm-3
2023-08-13,10:00:00,47.02167,V ugm-3
2023-08-13,11:00:00,54.96631,V ugm-3
2023-08-13,12:00:00,61.97131,V ugm-3
2023-08-13,13:00:00,57.17045,V ugm-3
2023-08-13,14:00:00,56.2301,V ugm-3
2023-08-13,15:00:00,59.56682,V ugm-3
2023-08-13,16:00:00,62.73504,V ugm-3
2023-08-13,17:00:00,59.34637,V ugm-3
2023-08-13,18:00:00,59.54885,V ugm-3
2023-08-13,19:00:00,51.03752,V ugm-3
2023-08-13,20:00:00,51.6473,V ugm-3
2023-08-13,21:00:00,53.35278,V ugm-3
2023-08-13,22:00:00,52.18129,V ugm-3
2023-08-13,23:00:00,49.32041,V ugm-3
2023-08-13,24:00:00,56.51976,V ugm-3
2023-08-14,01:00:00,49.19388,V ugm-3
2023-08-14,02:00:00,43.28591,V ugm-3
2023-08-14,03:00:00,41.43797,V ugm-3
2023-08-14,04:00:00,41.83318,V ugm-3
2023-08-14,05:00:00,36.45009,V ugm-3
2023-08-14,06:00:00,38.74206,V ugm-3
2023-08-14,07:00:00,37.14305,V ugm-3
2023-08-14,08:00:00,40.98695,V ugm-3
2023-08-14,09:00:00,41.13974,V ugm-3
2023-08-14,10:00:00,42.4023,V ugm-3
2023-08-14,11:00:00,43.65936,V ugm-3
2023-08-14,12:00:00,43.28761,V ugm-3
2023-08-14,13:00:00,47.94082,V ugm-3
2023-08-14,14:00:00,54.88968,V ugm-3
2023-08-14,15:00:00,56.47038,V ugm-3
2023-08-14,16:00:00,60.04585,V ugm-3
2023-08-14,17:00:00,63.9313,V ugm-3
2023-08-14,18:00:00,62.86884,V ugm-3
2023-08-14,19:00:00,52.0709,V ugm-3
2023-08-14,20:00:00,43.84527,V ugm-3
2023-08-14,21:00:00,41.1469,V ugm-3
2023-08-14,22:00:00,38.98315,V ugm-3
2023-08-14,23:00:00,38.71047,V ugm-3
2023-08-14,24:00:00,35.88318,V ugm-3
2023-08-15,01:00:00,32.90254,V ugm-3
2023-08-15,02:00:00,31.1991,V ugm-3
2023-08-15,03:00:00,28.37266,V ugm-3
2023-08-15,04:00:00,23.9361,V ugm-3
2023-08-15,05:00:00,22.80812,V ugm-3
2023-08-15,06:00:00,28.04914,V ugm-3
2023-08-15,07:00:00,34.05768,V ugm-3
2023-08-15,08:00:00,37.60242,V ugm-3
2023-08-15,09:00:00,44.12298,V ugm-3
2023-08-15,10:00:00,48.07706,V ugm-3
2023-08-15,11:00:00,50.28304,V ugm-3
2023-08-15,12:00:00,52.31501,V ugm-3
2023-08-15,13:00:00,53.02288,V ugm-3
2023-08-15,14:00:00,53.76532,V ugm-3
2023-08-15,15:00:00,56.86657,V ugm-3
2023-08-15,16:00:00,55.67852,V ugm-3
2023-08-15,17:00:00,54.03212,V ugm-3
2023-08-15,18:00:00,52.69907,V ugm-3
2023-08-15,19:00:00,49.76368,V ugm-3
2023-08-15,20:00:00,43.12076,V ugm-3
2023-08-15,21:00:00,40.43328,V ugm-3
2023-08-15,22:00:00,37.99567,V ugm-3
2023-08-15,23:00:00,27.42383,V ugm-3
2023-08-15,24:00:00,24.81026,V ugm-3
2023-08-16,01:00:00,19.16202,V ugm-3
2023-08-16,02:00:00,15.36733,V ugm-3
2023-08-16,03:00:00,9.57046,V ugm-3
2023-08-16,04:00:00,7.25874,V ugm-3
2023-08-16,05:00:00,4.20624,V ugm-3
2023-08-16,06:00:00,14.50402,V ugm-3
2023-08-16,07:00:00,26.19393,V ugm-3
2023-08-16,08:00:00,46.43845,V ugm-3
2023-08-16,09:00:00,54.01177,V ugm-3
2023-08-16,10:00:00,59.56333,V ugm-3
2023-08-16,11:00:00,62.52638,V ugm-3
2023-08-16,12:00:00,67.50631,V ugm-3
2023-08-16,13:00:00,71.45098,V ugm-3
2023-08-16,14:00:00,72.96586,V ugm-3
2023-08-16,15:00:00,74.79464,V ugm-3
2023-08-16,16:00:00,79.59265,V ugm-3
